6543,732,138.69,2021-10-14T23:38:46.000-03:00
6537,737,10.0,2021-10-14T20:57:52.000-03:00
6527,730,2.0,2021-10-14T17:09:40.000-03:00
6525,730,2.0,2021-10-14T17:03:47.000-03:00
6522,730,30.0,2021-10-14T16:52:39.000-03:00
6517,732,103.0,2021-10-14T15:26:43.000-03:00
6516,730,2.0,2021-10-14T13:17:58.000-03:00
6511,370,50.0,2021-10-14T12:27:07.000-03:00
6502,732,400.72,2021-10-14T01:18:47.000-03:00
6500,730,2.0,2021-10-13T22:30:57.000-03:00
6497,737,12.5,2021-10-13T20:55:26.000-03:00
6495,730,2.0,2021-10-13T20:48:30.000-03:00
6474,732,60.0,2021-10-13T16:15:46.000-03:00
6446,732,43.2,2021-10-12T17:58:26.000-03:00
6444,730,2.0,2021-10-12T17:51:36.000-03:00
6441,732,34.94,2021-10-12T17:20:10.000-03:00
6438,730,2.0,2021-10-12T16:56:41.000-03:00
6430,732,70.2,2021-10-12T15:27:52.000-03:00
6411,732,33.49,2021-10-12T13:27:21.000-03:00
6398,732,20.0,2021-10-12T01:41:59.000-03:00
6393,730,2.0,2021-10-11T19:18:56.000-03:00
6384,737,8.0,2021-10-10T21:13:53.000-03:00
6381,737,18.75,2021-10-10T18:18:40.000-03:00
6380,737,13.75,2021-10-10T18:18:39.000-03:00
6373,211,10.0,2021-10-10T15:34:45.000-03:00
6357,732,20.0,2021-10-10T13:20:30.000-03:00
6347,737,12.25,2021-10-09T21:07:20.000-03:00
6330,671,700.0,2021-10-09T13:23:55.000-03:00
6311,732,30.0,2021-10-08T02:44:35.000-03:00
6300,730,2.0,2021-10-07T15:05:31.000-03:00
6288,211,10.0,2021-10-07T13:18:36.000-03:00
6283,730,2.0,2021-10-07T01:59:58.000-03:00
6276,730,2.0,2021-10-06T21:07:33.000-03:00
6274,730,2.0,2021-10-06T21:02:40.000-03:00
6269,730,2.0,2021-10-06T18:55:05.000-03:00
6268,730,2.0,2021-10-06T18:54:34.000-03:00
6260,730,2.0,2021-10-06T18:33:07.000-03:00
6254,730,2.0,2021-10-06T18:10:20.000-03:00
6253,730,2.0,2021-10-06T18:10:02.000-03:00
6251,730,2.0,2021-10-06T18:07:56.000-03:00
6248,730,2.0,2021-10-06T18:00:46.000-03:00
6247,730,2.0,2021-10-06T18:00:16.000-03:00
6246,730,2.0,2021-10-06T17:59:54.000-03:00
6214,732,52.2,2021-10-05T23:27:45.000-03:00
6202,715,58.0,2021-10-05T19:45:18.000-03:00
6197,671,300.0,2021-10-05T19:21:14.000-03:00
6196,205,17.86,2021-10-05T16:57:32.000-03:00
6195,205,75.07,2021-10-05T16:52:13.000-03:00
6185,730,2.0,2021-10-05T01:58:10.000-03:00
6183,730,2.0,2021-10-05T01:44:24.000-03:00
6163,211,25.0,2021-10-04T21:59:41.000-03:00
6161,205,50.0,2021-10-04T21:59:11.000-03:00
6155,732,20.0,2021-10-04T20:41:21.000-03:00
6148,730,2.0,2021-10-04T19:54:18.000-03:00
6111,730,3.0,2021-10-03T19:40:29.000-03:00
6095,715,40.0,2021-10-03T16:12:55.000-03:00
6090,732,153.7,2021-10-03T15:25:25.000-03:00
6074,732,30.0,2021-10-03T10:42:39.000-03:00
6067,205,63.39,2021-10-02T23:09:31.000-03:00
6064,732,20.0,2021-10-02T21:35:35.000-03:00
6055,730,2.0,2021-10-02T20:16:52.000-03:00
6052,730,2.0,2021-10-02T19:41:31.000-03:00
6032,586,20.0,2021-10-02T15:02:18.000-03:00
6013,732,110.08,2021-10-01T22:54:35.000-03:00
6010,730,3.0,2021-10-01T19:51:33.000-03:00
