3725,690,20.0,2021-06-19T09:32:10.000-03:00
3724,690,20.0,2021-06-19T09:31:24.000-03:00
3719,4,17.26,2021-06-17T21:09:30.000-03:00
3713,387,10.0,2021-06-17T18:09:44.000-03:00
3701,690,100.0,2021-06-17T15:51:31.000-03:00
3697,690,18.36,2021-06-17T15:15:10.000-03:00
3696,690,20.0,2021-06-17T14:37:29.000-03:00
3695,690,5.0,2021-06-17T14:36:46.000-03:00
3694,690,5.0,2021-06-17T14:35:00.000-03:00
3680,387,5.0,2021-06-15T21:01:31.000-03:00
3672,387,20.0,2021-06-15T17:33:57.000-03:00
3666,690,10.0,2021-06-15T11:27:54.000-03:00
3665,690,10.0,2021-06-15T11:26:22.000-03:00
3664,690,20.0,2021-06-15T11:21:52.000-03:00
3663,690,10.0,2021-06-15T11:11:36.000-03:00
3662,690,10.0,2021-06-15T11:09:50.000-03:00
3661,431,2.0,2021-06-15T10:41:24.000-03:00
3652,694,50.0,2021-06-14T20:09:10.000-03:00
3644,695,10.0,2021-06-14T18:27:28.000-03:00
3643,695,10.0,2021-06-14T18:26:35.000-03:00
3642,690,10.0,2021-06-14T17:47:34.000-03:00
3641,690,10.0,2021-06-14T17:44:41.000-03:00
3640,690,20.0,2021-06-14T17:43:34.000-03:00
3639,690,10.0,2021-06-14T17:42:45.000-03:00
3636,694,200.0,2021-06-14T17:04:36.000-03:00
3630,690,20.0,2021-06-14T14:16:51.000-03:00
3629,690,20.0,2021-06-14T14:15:47.000-03:00
3628,690,10.0,2021-06-14T14:14:14.000-03:00
3623,387,20.0,2021-06-13T13:11:31.000-03:00
3606,690,50.0,2021-06-12T19:12:44.000-03:00
3605,690,50.0,2021-06-12T19:10:53.000-03:00
3593,690,100.0,2021-06-12T14:38:01.000-03:00
3583,685,5.0,2021-06-11T13:19:49.000-03:00
3582,685,5.0,2021-06-11T13:16:54.000-03:00
3580,685,5.0,2021-06-11T13:07:58.000-03:00
3579,689,1000.0,2021-06-11T12:59:06.000-03:00
3576,387,5.0,2021-06-10T18:53:45.000-03:00
3575,73,5.0,2021-06-10T13:14:15.000-03:00
3571,387,20.0,2021-06-09T17:59:57.000-03:00
3568,442,5.0,2021-06-09T08:06:14.000-03:00
3565,370,50.0,2021-06-08T13:13:38.000-03:00
3563,685,5.0,2021-06-07T09:02:25.000-03:00
3558,680,2000.0,2021-06-03T21:50:27.000-03:00
3556,205,120.0,2021-06-02T18:47:39.000-03:00
3555,205,20.0,2021-06-02T18:46:16.000-03:00
3553,205,10.0,2021-06-02T18:45:26.000-03:00
3552,74,100.0,2021-06-02T14:45:37.000-03:00
3545,660,7.65,2021-05-22T23:05:20.000-03:00
3544,663,20.0,2021-05-22T22:21:17.000-03:00
3543,660,9.9,2021-05-22T19:12:38.000-03:00
3538,660,20.0,2021-05-22T13:42:53.000-03:00
3533,431,100.0,2021-05-22T10:48:15.000-03:00
3516,660,20.0,2021-05-20T14:39:21.000-03:00
3501,211,314.9,2021-05-18T23:25:49.000-03:00
3487,211,25.0,2021-05-18T13:41:05.000-03:00
3483,370,50.0,2021-05-15T17:23:49.000-03:00
3480,657,20.0,2021-05-12T11:30:15.000-03:00
3468,74,11.86,2021-05-08T00:09:57.000-03:00
3465,651,16.0,2021-05-07T20:03:49.000-03:00
3455,586,30.0,2021-05-07T11:26:39.000-03:00
3449,74,2.0,2021-05-02T17:30:36.000-03:00
3440,74,10.0,2021-04-30T18:20:20.000-03:00
3439,371,30.0,2021-04-30T05:07:25.000-03:00
3433,586,24.0,2021-04-27T17:54:39.000-03:00
3428,370,50.0,2021-04-22T11:06:21.000-03:00
3426,74,10.0,2021-04-21T16:36:20.000-03:00
3424,74,100.0,2021-04-14T11:19:52.000-03:00
3412,74,14.4,2021-04-08T23:34:13.000-03:00
3410,74,100.0,2021-04-08T21:07:50.000-03:00
3408,74,129.0,2021-04-08T19:56:46.000-03:00
3402,586,4.44,2021-04-06T19:12:48.000-03:00
3384,643,35.64,2021-03-31T23:03:35.000-03:00
3373,643,35.9,2021-03-30T14:02:42.000-03:00
3371,586,25.0,2021-03-30T13:16:03.000-03:00
3370,370,50.0,2021-03-30T12:50:49.000-03:00
3357,370,50.0,2021-03-16T17:20:28.000-03:00
3312,586,10.0,2021-03-03T20:00:33.000-03:00
3307,586,20.0,2021-03-03T18:52:10.000-03:00
3294,586,20.0,2021-03-02T18:48:46.000-03:00
3284,586,10.0,2021-02-27T18:49:11.000-03:00
3282,586,2.04,2021-02-27T12:38:02.000-03:00
3273,586,20.0,2021-02-25T18:33:24.000-03:00
3271,586,20.0,2021-02-25T13:24:07.000-03:00
3270,431,1100.0,2021-02-24T18:25:28.000-03:00
3269,370,50.0,2021-02-24T18:23:05.000-03:00
3257,370,50.0,2021-02-11T11:22:28.000-03:00
3212,370,50.0,2021-02-01T19:22:08.000-03:00
3210,576,30.0,2021-01-30T18:56:05.000-03:00
